"filename", "language", "JSON", "Markdown", "PHP", "YAML", "Skill", "JSON with Comments", "Shell Script", "XML", "JavaScript", "TypeScript", "PostCSS", "TypeScript JSX", "Ini", "HTML", "comment", "blank", "total"
"/www/wwwroot/rackroom.local.host/rackroom/.junie/skills/pest-testing/SKILL.md", "Skill", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 122
"/www/wwwroot/rackroom.local.host/rackroom/.junie/skills/tailwindcss-development/SKILL.md", "Skill", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 124
"/www/wwwroot/rackroom.local.host/rackroom/.junie/skills/wayfinder-development/SKILL.md", "Skill", 0, 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 89
"/www/wwwroot/rackroom.local.host/rackroom/.mcp.json", "JSON", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/www/wwwroot/rackroom.local.host/rackroom/AGENTS.md", "Markdown", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 291
"/www/wwwroot/rackroom.local.host/rackroom/CLAUDE.md", "Markdown", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 291
"/www/wwwroot/rackroom.local.host/rackroom/GEMINI.md", "Markdown", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 291
"/www/wwwroot/rackroom.local.host/rackroom/README.md", "Markdown", 0, 433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 557
"/www/wwwroot/rackroom.local.host/rackroom/SSH_WEBSOCKET_README.md", "Markdown", 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 262
"/www/wwwroot/rackroom.local.host/rackroom/app/Actions/Fortify/CreateNewUser.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 47
"/www/wwwroot/rackroom.local.host/rackroom/app/Actions/Fortify/ResetUserPassword.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 30
"/www/wwwroot/rackroom.local.host/rackroom/app/Concerns/PasswordValidationRules.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 29
"/www/wwwroot/rackroom.local.host/rackroom/app/Concerns/ProfileValidationRules.php", "PHP", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 6, 51
"/www/wwwroot/rackroom.local.host/rackroom/app/Console/Commands/AutoDetectDevices.php", "PHP", 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 40, 225
"/www/wwwroot/rackroom.local.host/rackroom/app/Console/Commands/CheckSchedulerStatus.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14, 66
"/www/wwwroot/rackroom.local.host/rackroom/app/Console/Commands/SshWebSocketServer.php", "PHP", 0, 0, 347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 89, 459
"/www/wwwroot/rackroom.local.host/rackroom/app/Events/SshOutputEvent.php", "PHP", 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/AlertController.php", "PHP", 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 34, 231
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/BackupController.php", "PHP", 0, 0, 451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 90, 607
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/Controller.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/DashboardController.php", "PHP", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 204
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/DataExportController.php", "PHP", 0, 0, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 42, 286
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/DetectionLogController.php", "PHP", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 20, 171
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/DeviceController.php", "PHP", 0, 0, 271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 54, 350
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/DeviceLibraryController.php", "PHP", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 22, 122
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/DeviceTypeController.php", "PHP", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 69
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/H3cPasswordController.php", "PHP", 0, 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 56, 339
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/MonitorController.php", "PHP", 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 24, 193
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/PingController.php", "PHP", 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 28, 160
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/RackController.php", "PHP", 0, 0, 418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 91, 559
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/RackExcelController.php", "PHP", 0, 0, 426, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 70, 534
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/RackTypeController.php", "PHP", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21, 102
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/ReportController.php", "PHP", 0, 0, 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 66, 454
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/RoomController.php", "PHP", 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 87
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/Settings/PasswordController.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 33
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/Settings/ProfileController.php", "PHP", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 61
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/Settings/TwoFactorAuthenticationController.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 38
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/SshWebSocketController.php", "PHP", 0, 0, 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 28, 178
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/SystemSettingController.php", "PHP", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 18, 113
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/UserController.php", "PHP", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21, 101
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Controllers/UserPreferenceController.php", "PHP", 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 14, 87
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Middleware/AdminMiddleware.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 31
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Middleware/CheckRegistrationEnabled.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 41
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Middleware/CheckUserActive.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 31
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Middleware/HandleAppearance.php", "PHP", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 24
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Middleware/HandleInertiaRequests.php", "PHP", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 54
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Middleware/SetLocaleFromRequest.php", "PHP", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 27
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Requests/Settings/PasswordUpdateRequest.php", "PHP", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 26
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Requests/Settings/ProfileDeleteRequest.php", "PHP", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 25
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Requests/Settings/ProfileUpdateRequest.php", "PHP", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 23
"/www/wwwroot/rackroom.local.host/rackroom/app/Http/Requests/Settings/TwoFactorAuthenticationRequest.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 31
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/Alert.php", "PHP", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 17, 137
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/DetectionLog.php", "PHP", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 79
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/Device.php", "PHP", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 6, 53
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/DeviceLibrary.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 42
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/DeviceType.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 39
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/GeneratedReport.php", "PHP", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 16, 115
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/H3cPasswordChangeLog.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 33
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/MonitorMetric.php", "PHP", 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 70
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/Rack.php", "PHP", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 43
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/RackType.php", "PHP", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 29
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/ReportTemplate.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 11, 75
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/Room.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 37
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/SystemSetting.php", "PHP", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 14, 64
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/User.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 8, 66
"/www/wwwroot/rackroom.local.host/rackroom/app/Models/UserPreference.php", "PHP", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 51
"/www/wwwroot/rackroom.local.host/rackroom/app/Notifications/ResetPasswordNotification.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 29
"/www/wwwroot/rackroom.local.host/rackroom/app/Providers/AppServiceProvider.php", "PHP", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 51
"/www/wwwroot/rackroom.local.host/rackroom/app/Providers/FortifyServiceProvider.php", "PHP", 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 24, 137
"/www/wwwroot/rackroom.local.host/rackroom/app/Services/SshSessionService.php", "PHP", 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 23, 149
"/www/wwwroot/rackroom.local.host/rackroom/app/Services/SshWebSocketService.php", "PHP", 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 42, 264
"/www/wwwroot/rackroom.local.host/rackroom/boost.json", "JSON", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26
"/www/wwwroot/rackroom.local.host/rackroom/bootstrap/app.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 42
"/www/wwwroot/rackroom.local.host/rackroom/bootstrap/providers.php", "PHP", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/www/wwwroot/rackroom.local.host/rackroom/components.json", "JSON", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"/www/wwwroot/rackroom.local.host/rackroom/composer.json", "JSON", 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 112
"/www/wwwroot/rackroom.local.host/rackroom/composer.lock", "JSON", 11773, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11774
"/www/wwwroot/rackroom.local.host/rackroom/config/app.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 23, 127
"/www/wwwroot/rackroom.local.host/rackroom/config/auth.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 14, 116
"/www/wwwroot/rackroom.local.host/rackroom/config/broadcasting.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 83
"/www/wwwroot/rackroom.local.host/rackroom/config/cache.php", "PHP", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 19, 118
"/www/wwwroot/rackroom.local.host/rackroom/config/database.php", "PHP", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 23, 184
"/www/wwwroot/rackroom.local.host/rackroom/config/filesystems.php", "PHP", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 14, 87
"/www/wwwroot/rackroom.local.host/rackroom/config/fortify.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 26, 158
"/www/wwwroot/rackroom.local.host/rackroom/config/inertia.php", "PHP", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 12, 56
"/www/wwwroot/rackroom.local.host/rackroom/config/logging.php", "PHP", 0, 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 21, 133
"/www/wwwroot/rackroom.local.host/rackroom/config/mail.php", "PHP", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 19, 119
"/www/wwwroot/rackroom.local.host/rackroom/config/queue.php", "PHP", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 20, 130
"/www/wwwroot/rackroom.local.host/rackroom/config/reverb.php", "PHP", 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14, 88
"/www/wwwroot/rackroom.local.host/rackroom/config/services.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 39
"/www/wwwroot/rackroom.local.host/rackroom/config/session.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 160, 35, 218
"/www/wwwroot/rackroom.local.host/rackroom/database/factories/AlertFactory.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/www/wwwroot/rackroom.local.host/rackroom/database/factories/H3cPasswordChangeLogFactory.php", "PHP", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 32
"/www/wwwroot/rackroom.local.host/rackroom/database/factories/UserFactory.php", "PHP", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 60
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/0001_01_01_000000_create_users_table.php", "PHP", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 50
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/0001_01_01_000001_create_cache_table.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 36
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/0001_01_01_000002_create_jobs_table.php", "PHP", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 58
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2025_02_25_000001_add_is_active_to_users_table.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2025_02_25_000002_add_is_admin_to_users_table.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 28
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2025_08_14_170933_add_two_factor_columns_to_users_table.php", "PHP", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 35
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_26_054426_create_rooms_table.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 32
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_26_071245_create_racks_table.php", "PHP", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 34
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_26_072438_create_devices_table.php", "PHP", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 38
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_27_022320_remove_rack_count_from_rooms_table.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 37
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_27_100000_create_rack_types_table.php", "PHP", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_27_120000_create_device_types_and_device_library_tables.php", "PHP", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_03_27_143546_add_serial_number_to_device_library_table.php", "PHP", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 4, 29
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_09_094106_make_u_position_nullable_in_devices_table.php", "PHP", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 29
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_10_000001_create_monitor_metrics_table.php", "PHP", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 38
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_10_000002_create_alerts_table.php", "PHP", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 46
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_10_000003_create_report_templates_table.php", "PHP", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 36
"/www/wwwroot/rackroom.local.host/rackroom/database/migrations/2026_04_10_000004_create_generated_reports_table.php", "PHP", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 41
